united_arab_emirates,uae,ae.privateinternetaccess.com,1198
albania,al,albania.privateinternetaccess.com,1198
argentina,ar,ar.privateinternetaccess.com,1198
australia_melbourne,aum,au-melbourne.privateinternetaccess.com,1198
australia_perth,aup,au-perth.privateinternetaccess.com,1198
austria,at,austria.privateinternetaccess.com,1198
australia_sydney,aus,au-sydney.privateinternetaccess.com,1198
bosnia,ba,ba.privateinternetaccess.com,1198
belgium,be,belgium.privateinternetaccess.com,1198
bulgaria,bg,bg.privateinternetaccess.com,1198
canada_montreal,cam,ca-montreal.privateinternetaccess.com,1198
canada_ontario,cao,ca-ontario.privateinternetaccess.com,1198
canada_torono,cat,ca-toronto.privateinternetaccess.com,1198
canada_vancouver,cav,ca-vancouver.privateinternetaccess.com,1198
czech,cz,czech.privateinternetaccess.com,1198
germany_berlin,deb,de-berlin.privateinternetaccess.com,1198
germany_frankfurt,def,de-frankfurt.privateinternetaccess.com,1198
denmark,dk,denmark.privateinternetaccess.com,1198
estonia,ee,ee.privateinternetaccess.com,1198
finland,fi,fi.privateinternetaccess.com,1198
france,fr,france.privateinternetaccess.com,1198
greece,gr,gr.privateinternetaccess.com,1198
hong_kong,hk,hk.privateinternetaccess.com,1198
hungary,hu,hungary.privateinternetaccess.com,1198
india,in,in.privateinternetaccess.com,1198
ireland,ie,ireland.privateinternetaccess.com,1198
iceland,is,is.privateinternetaccess.com,1198
israel,il,israel.privateinternetaccess.com,1198
italy,it,italy.privateinternetaccess.com,1198
japan,jp,japan.privateinternetaccess.com,1198
lithuania,lt,lt.privateinternetaccess.com,1198
luxembourg,lu,lu.privateinternetaccess.com,1198
latvia,lv,lv.privateinternetaccess.com,1198
moldova,md,md.privateinternetaccess.com,1198
mexico,mx,mexico.privateinternetaccess.com,1198
macedonia,mk,mk.privateinternetaccess.com,1198
netherlands,nl,nl.privateinternetaccess.com,1198
norway,no,no.privateinternetaccess.com,1198
new_zealand,nz,nz.privateinternetaccess.com,1198
poland,pl,poland.privateinternetaccess.com,1198
portugal,pt,pt.privateinternetaccess.com,1198
romania,ro,ro.privateinternetaccess.com,1198
serbia,rs,rs.privateinternetaccess.com,1198
singapore,sg,sg.privateinternetaccess.com,1198
slovakia,sk,sk.privateinternetaccess.com,1198
spain,es,spain.privateinternetaccess.com,1198
sweden,se,sweden.privateinternetaccess.com,1198
switzerland,ch,swiss.privateinternetaccess.com,1198
turkey,tr,tr.privateinternetaccess.com,1198
uk_london,ukl,uk-london.privateinternetaccess.com,1198
uk_manchester,ukm,uk-manchester.privateinternetaccess.com,1198
uk_southampton,uks,uk-southampton.privateinternetaccess.com,1198
us_atlanta,usa,us-atlanta.privateinternetaccess.com,1198
us_california,usca,us-california.privateinternetaccess.com,1198
us_chicago,usil,us-chicago.privateinternetaccess.com,1198
us_denver,usco,us-denver.privateinternetaccess.com,1198
us_east,use,us-east.privateinternetaccess.com,1198
us_florida,usfl,us-florida.privateinternetaccess.com,1198
us_houston,usho,us-houston.privateinternetaccess.com,1198
us_lasvegas,usnv,us-lasvegas.privateinternetaccess.com,1198
us_newyork,usny,us-newyorkcity.privateinternetaccess.com,1198
us_seattle,uswa,us-seattle.privateinternetaccess.com,1198
us_siliconvalley,ussv,us-siliconvalley.privateinternetaccess.com,1198
ux_texas,ustx,us-texas.privateinternetaccess.com,1198
us_dc,usdc,us-washingtondc.privateinternetaccess.com,1198
us_west,uswe,us-west.privateinternetaccess.com,1198
south_africa,za,za.privateinternetaccess.com,1198
